idx,task,platform,ui_type,group,application,pred_x_orig,pred_y_orig,gt_bbox,hit,failed_parse
389,accept and move to next of the review in word,macos,text,Office,word,1594.0372670807453,235.3846153846154,"[1407, 222, 1692, 241]",True,False
390,choose black as the theme color in word,macos,icon,Office,word,1774.9068322981366,326.3736263736264,"[1663, 285, 1677, 297]",False,False
391,select the crop theme in word,macos,text,Office,word,542.6086956521739,581.5384615384615,"[585, 329, 660, 399]",False,False
392,custom table of contents in word,macos,text,Office,word,636.0248447204968,743.7362637362637,"[504, 728, 722, 756]",True,False
393,choose the eyeglasses with the bold black borderline as the icon in word,macos,icon,Office,word,1596.024844720497,484.61538461538464,"[1488, 452, 1542, 497]",False,False
394,the page width option in word,macos,text,Office,word,1053.416149068323,201.75824175824175,"[985, 220, 1078, 242]",False,False
395,add pen in word,macos,text,Office,word,840.7453416149068,215.6043956043956,"[805, 188, 859, 248]",True,False
396,draw text box in word,macos,text,Office,word,1506.583850931677,215.6043956043956,"[1361, 218, 1573, 241]",False,False
397,mark citation in word,macos,text,Office,word,1158.7577639751553,201.75824175824175,"[1660, 170, 1710, 243]",False,False
398,the 3d models stocking function in word,macos,text,Office,word,1089.192546583851,237.36263736263737,"[773, 278, 932, 300]",False,False
399,new comment in word,macos,text,Office,word,1268.0745341614906,996.9230769230769,"[1161, 988, 1375, 1008]",True,False
400,edit header in word,macos,text,Office,word,1607.9503105590063,747.6923076923077,"[1487, 731, 1883, 754]",True,False
401,set the A4 small size in word,macos,text,Office,word,755.27950310559,524.1758241758242,"[653, 511, 807, 556]",True,False
402,choose the yellow pen to draw in word,macos,icon,Office,word,789.0683229813665,205.71428571428572,"[748, 175, 793, 235]",True,False
403,set the relaxed paragraph spacing in word,macos,text,Office,word,1550.3105590062112,464.83516483516485,"[1415, 470, 1592, 507]",False,False
404,the home tab in word,macos,text,Office,word,473.04347826086956,156.26373626373626,"[434, 159, 479, 182]",False,False
405,single-ended arrow,macos,icon,Scientific,matlab,1256.1490683229813,807.032967032967,"[1204, 356, 1227, 376]",False,False
406,change the markersize of data point by inputting number,macos,text,Scientific,matlab,1908.0745341614906,708.1318681318681,"[1771, 709, 1911, 729]",False,False
407,edit XTicks in plot,macos,text,Scientific,matlab,1868.3229813664595,648.7912087912088,"[1771, 645, 1923, 664]",True,False
408,redo in plot,macos,text,Scientific,matlab,934.1614906832298,472.74725274725273,"[959, 470, 1184, 488]",False,False
409,add a folder,macos,text,Scientific,matlab,1009.6894409937888,401.53846153846155,"[962, 383, 1107, 403]",True,False
410,plot a bar garph with selected variables,macos,text,Scientific,matlab,800.9937888198758,1121.5384615384614,"[401, 54, 473, 119]",False,False
411,set the upper bound of the optimization variable x,macos,text,Scientific,matlab,858.6335403726708,534.065934065934,"[870, 525, 991, 550]",False,False
412,select Y data for curve fitter,macos,text,Scientific,matlab,1033.5403726708075,862.4175824175824,"[959, 821, 1069, 843]",False,False
413,set x-axis limit value,macos,text,Scientific,matlab,1927.9503105590063,676.4835164835165,"[1771, 592, 1923, 612]",False,False
414,edit light,macos,text,Scientific,matlab,810.9316770186335,632.967032967033,"[856, 930, 973, 951]",False,False
415,change linewidth in plot,macos,text,Scientific,matlab,1927.9503105590063,565.7142857142857,"[1775, 561, 1911, 581]",False,False
416,change Xdata in figure,macos,text,Scientific,matlab,1782.857142857143,605.2747252747253,"[1775, 594, 1909, 612]",True,False
417,edit YTick labels in plot,macos,text,Scientific,matlab,1947.8260869565217,894.065934065934,"[1773, 720, 1923, 742]",False,False
418,add a new script,macos,text,Scientific,matlab,135.1552795031056,104.83516483516483,"[111, 54, 149, 123]",True,False
419,uncomment lines,macos,text,Scientific,matlab,516.7701863354038,640.8791208791209,"[455, 573, 797, 592]",False,False
420,run the code step by step,macos,text,Scientific,matlab,834.7826086956521,85.05494505494505,"[832, 57, 872, 110]",True,False
421,open figure properties inspector,macos,text,Scientific,matlab,1351.552795031056,690.3296703296703,"[1098, 681, 1320, 703]",False,False
422,set y-axis color from the dropdows,macos,text,Scientific,matlab,1868.3229813664595,787.2527472527472,"[1882, 769, 1923, 788]",False,False
423,edit the fitting name,macos,text,Scientific,matlab,1198.5093167701864,735.8241758241758,"[960, 755, 1071, 777]",False,False
424,edit the content of objective function,macos,text,Scientific,matlab,800.9937888198758,755.6043956043956,"[621, 752, 1051, 777]",True,False
425,edit y-axis label,macos,text,Scientific,matlab,1927.9503105590063,480.65934065934067,"[1770, 677, 1794, 691]",False,False
426,expand position tab,macos,text,Scientific,matlab,1961.7391304347825,474.72527472527474,"[1634, 835, 1646, 849]",False,False
427,edit light position,macos,text,Scientific,matlab,2170.4347826086955,731.8681318681319,"[2156, 725, 2313, 746]",True,False
428,brush data points,macos,icon,Scientific,matlab,1331.6770186335405,462.85714285714283,"[1450, 485, 1467, 505]",False,False
429,run script,macos,text,Scientific,matlab,1045.4658385093169,85.05494505494505,"[772, 55, 827, 87]",False,False
430,stop execution,macos,icon,Scientific,matlab,997.7639751552795,85.05494505494505,"[950, 55, 986, 112]",False,False
431,set x-scale to log-scale,macos,text,Scientific,matlab,1927.9503105590063,688.3516483516484,"[1773, 713, 1921, 732]",False,False
432,edit y-axis label,macos,text,Scientific,matlab,1385.3416149068323,524.1758241758242,"[940, 631, 965, 715]",False,False
433,select X data for curve fitter,macos,text,Scientific,matlab,1049.44099378882,797.1428571428571,"[959, 789, 1071, 811]",True,False
434,save a file,macos,icon,Scientific,matlab,323.9751552795031,89.01098901098901,"[82, 52, 122, 107]",False,False
435,edit XTickLabels in plot,macos,text,Scientific,matlab,1947.8260869565217,676.4835164835165,"[1775, 669, 1923, 690]",False,False
436,set the fitting type as gaussian,macos,text,Scientific,matlab,834.7826086956521,543.9560439560439,"[739, 490, 1090, 587]",True,False
437,set the relation operator of the constraints for the problem,macos,text,Scientific,matlab,1132.9192546583852,783.2967032967033,"[878, 766, 936, 792]",False,False
438,save figure,macos,icon,Scientific,matlab,1272.0496894409937,464.83516483516485,"[968, 444, 986, 469]",False,False
439,rotate 3D plot,macos,icon,Scientific,matlab,1339.6273291925465,405.4945054945055,"[1326, 382, 1347, 413]",True,False
440,step in,macos,text,Scientific,matlab,1039.5031055900622,90.98901098901099,"[872, 63, 939, 92]",False,False
441,export figure for this fitting,macos,text,Scientific,matlab,1669.5652173913043,540.0,"[1136, 571, 1464, 623]",False,False
442,edit YTicks in plot,macos,text,Scientific,matlab,1947.8260869565217,676.4835164835165,"[1771, 693, 1923, 715]",False,False
443,clear command window,macos,text,Scientific,matlab,1009.6894409937888,1311.4285714285713,"[889, 1300, 1143, 1325]",True,False
444,set the initial point of x for optimization,macos,text,Scientific,matlab,1222.3602484472049,540.0,"[1003, 525, 1121, 550]",False,False
445,delect data tips,macos,text,Scientific,matlab,1331.6770186335405,648.7912087912088,"[1309, 749, 1554, 768]",False,False
446,edit font weight in plot,macos,text,Scientific,matlab,1947.8260869565217,640.8791208791209,"[1773, 547, 1921, 566]",False,False
447,edit figure title,macos,text,Scientific,matlab,1331.6770186335405,464.83516483516485,"[1768, 697, 1794, 713]",False,False
448,single step execution,macos,text,Scientific,matlab,989.8136645962733,85.05494505494505,"[829, 53, 871, 110]",False,False
449,edit figure position,macos,text,Scientific,matlab,1868.3229813664595,765.4945054945055,"[1771, 619, 1921, 638]",False,False
450,edit x-axis label,macos,text,Scientific,matlab,1198.5093167701864,696.2637362637363,"[1153, 872, 1266, 889]",False,False
451,zoom in plot,macos,icon,Scientific,matlab,1331.6770186335405,530.1098901098901,"[1303, 523, 1325, 546]",False,False
452,edit plot using the mouse tool,macos,icon,Scientific,matlab,1272.0496894409937,464.83516483516485,"[1106, 441, 1126, 468]",False,False
453,continue execution,macos,text,Scientific,matlab,1039.5031055900622,90.98901098901099,"[773, 55, 832, 110]",False,False
454,comment lines,macos,text,Scientific,matlab,600.2484472049689,688.3516483516484,"[449, 583, 792, 601]",False,False
455,brush data points,macos,text,Scientific,matlab,1009.6894409937888,520.2197802197802,"[1222, 586, 1406, 609]",False,False
456,generate code for this fitting,macos,text,Scientific,matlab,1053.416149068323,581.5384615384615,"[1136, 625, 1465, 677]",False,False
457,create a pie graph of the selected variable,macos,text,Scientific,matlab,1331.6770186335405,401.53846153846155,"[176, 613, 259, 690]",False,False
458,refactor,macos,text,Scientific,matlab,437.2670807453416,85.05494505494505,"[373, 57, 429, 109]",False,False
459,change name of legend,macos,text,Scientific,matlab,1868.3229813664595,727.9120879120879,"[1771, 716, 1928, 736]",True,False
460,zoom out plot,macos,icon,Scientific,matlab,1365.4658385093169,480.65934065934067,"[1326, 521, 1347, 548]",False,False
461,restore view,macos,text,Scientific,matlab,1291.9254658385094,640.8791208791209,"[1202, 612, 1329, 634]",False,False
462,insert legend to plot,macos,icon,Scientific,matlab,1045.4658385093169,508.35164835164835,"[1012, 487, 1035, 511]",False,False
463,edit light style,macos,text,Scientific,matlab,2132.6708074534163,696.2637362637363,"[2157, 701, 2330, 721]",False,False
464,insert text box,macos,icon,Scientific,matlab,1049.44099378882,354.0659340659341,"[1274, 355, 1293, 375]",False,False
465,delect items,macos,text,Scientific,matlab,1397.2670807453417,840.6593406593406,"[1228, 681, 1406, 700]",False,False
466,undo text editing in plot,macos,text,Scientific,matlab,775.1552795031056,490.54945054945057,"[956, 444, 1184, 467]",False,False
467,sort properties,macos,text,Scientific,matlab,1961.7391304347825,474.72527472527474,"[1929, 462, 1954, 485]",False,False
468,create a histogram of selected variables,macos,text,Scientific,matlab,653.9130434782609,138.46153846153845,"[478, 420, 543, 482]",False,False
469,change line style in plot,macos,text,Scientific,matlab,1927.9503105590063,470.7692307692308,"[1771, 537, 1928, 557]",False,False
470,change marker of data point to .,macos,text,Scientific,matlab,1955.776397515528,692.3076923076923,"[1773, 493, 1912, 516]",False,False
471,insert an optimization solver,macos,text,Scientific,matlab,1210.4347826086957,561.7582417582418,"[102, 680, 180, 747]",False,False
472,add data tip,macos,icon,Scientific,matlab,1287.9503105590063,464.83516483516485,"[1320, 677, 1335, 692]",False,False
473,set the optimization variable name for y,macos,text,Scientific,matlab,433.2919254658385,601.3186813186813,"[388, 557, 523, 579]",False,False
474,choose the degree for polynomial fitting,macos,text,Scientific,matlab,1629.8136645962734,664.6153846153846,"[1485, 652, 1638, 672]",True,False
475,create a filled area plot for selected variables,macos,text,Scientific,matlab,534.6583850931677,237.36263736263737,"[478, 213, 547, 274]",True,False
476,delect data in plot,macos,text,Scientific,matlab,1679.5031055900622,676.4835164835165,"[1446, 677, 1626, 697]",False,False
477,insert retangular,macos,icon,Scientific,matlab,1309.8136645962734,581.5384615384615,"[1296, 355, 1317, 377]",False,False
478,step out,macos,text,Scientific,matlab,1208.447204968944,89.01098901098901,"[872, 91, 948, 115]",False,False
479,select data for curve fitter,macos,text,Scientific,matlab,532.6708074534162,534.065934065934,"[575, 491, 623, 569]",False,False
480,new figure in the dialog,macos,icon,Scientific,matlab,810.9316770186335,627.032967032967,"[739, 613, 762, 638]",False,False
481,pan the plot,macos,icon,Scientific,matlab,1331.6770186335405,405.4945054945055,"[1251, 382, 1271, 414]",False,False
482,plot the residuals,macos,text,Scientific,matlab,1156.7701863354037,909.8901098901099,"[1237, 495, 1341, 517]",False,False
483,edit plot title,macos,text,Scientific,matlab,1272.0496894409937,464.83516483516485,"[1259, 487, 1439, 505]",False,False
484,add breakpoint for line 7,macos,icon,Scientific,matlab,323.9751552795031,205.71428571428572,"[273, 325, 299, 340]",False,False
485,set var y1 in workspcae,macos,text,Scientific,matlab,2285.714285714286,243.2967032967033,"[1950, 247, 1986, 268]",False,False
486,change the line width in plot,macos,text,Scientific,matlab,1794.7826086956522,642.8571428571429,"[1286, 695, 1465, 718]",False,False
487,set the number of terms in Fourier fitting,macos,text,Scientific,matlab,1528.447204968944,682.4175824175824,"[1487, 700, 1641, 724]",False,False
488,run the optimization solver,macos,text,Scientific,matlab,636.0248447204968,941.5384615384615,"[535, 928, 682, 959]",True,False
489,"set the goal to ""solve equations""",macos,text,Scientific,matlab,812.9192546583851,642.8571428571429,"[916, 628, 1052, 658]",False,False
490,edit font in plot,macos,text,Scientific,matlab,1908.0745341614906,480.65934065934067,"[1773, 521, 1923, 542]",False,False
491,close plot view,macos,icon,Scientific,matlab,1594.0372670807453,407.4725274725275,"[1574, 395, 1618, 420]",True,False
492,open a file,macos,text,Scientific,matlab,155.0310559006211,124.61538461538461,"[147, 57, 190, 131]",True,False
493,insert ellipse,macos,icon,Scientific,matlab,1281.9875776397516,579.5604395604396,"[1320, 350, 1339, 379]",False,False
494,plot errorbar,macos,text,Scientific,matlab,997.7639751552795,90.98901098901099,"[921, 55, 988, 123]",False,False
495,run section,macos,text,Scientific,matlab,810.9316770186335,104.83516483516483,"[587, 54, 641, 132]",False,False
496,search for a property,macos,text,Scientific,matlab,1908.0745341614906,462.85714285714283,"[1634, 453, 1889, 476]",False,False
497,insert colorbar,macos,icon,Scientific,matlab,1045.4658385093169,508.35164835164835,"[991, 488, 1012, 511]",False,False
498,turn off AMP,windows,icon,Creative,fruitloops,1242.2360248447205,1042.4175824175825,"[1201, 1032, 1230, 1060]",False,False
499,reroute channel to violins spiccato,windows,text,Creative,fruitloops,1198.5093167701864,627.032967032967,"[1069, 623, 1182, 648]",False,False
500,adapt sample rate,windows,text,Creative,fruitloops,1371.4285714285713,795.1648351648352,"[1508, 420, 1578, 442]",False,False
501,turn off default echo,windows,icon,Creative,fruitloops,1397.2670807453417,814.945054945055,"[561, 702, 590, 731]",False,False
502,choose chord type for 1,windows,text,Creative,fruitloops,820.8695652173913,668.5714285714286,"[853, 652, 897, 677]",False,False
503,missing plugins help,windows,text,Creative,fruitloops,1550.3105590062112,888.1318681318681,"[1418, 864, 1601, 913]",True,False
504,split pattern by channel,windows,text,Creative,fruitloops,502.85714285714283,454.94505494505495,"[421, 481, 655, 501]",False,False
505,legeto slide,windows,icon,Creative,fruitloops,979.8757763975156,870.3296703296703,"[882, 859, 921, 898]",False,False
506,view presets,windows,text,Creative,fruitloops,1570.1863354037266,411.42857142857144,"[1152, 417, 1376, 448]",False,False
507,adapt volume of the highlighted channel,windows,icon,Creative,fruitloops,1528.447204968944,632.967032967033,"[1004, 808, 1019, 834]",False,False
508,click x to close the window,windows,text,Creative,fruitloops,1782.857142857143,603.2967032967033,"[1605, 583, 1618, 598]",False,False
509,change capo logic mode,windows,icon,Creative,fruitloops,1844.472049689441,864.3956043956044,"[1502, 845, 1521, 875]",False,False
510,show automation clips,windows,icon,Creative,fruitloops,1794.7826086956522,300.65934065934067,"[456, 123, 484, 143]",False,False
511,set target mixer track for violins spiccato,windows,icon,Creative,fruitloops,1371.4285714285713,896.0439560439561,"[932, 940, 967, 967]",False,False
512,change language,windows,text,Creative,fruitloops,1009.6894409937888,587.4725274725274,"[1054, 594, 1229, 614]",False,False
513,close the piano window,windows,icon,Creative,fruitloops,1113.0434782608695,648.7912087912088,"[1721, 451, 1736, 468]",False,False
514,select track 24,windows,icon,Creative,fruitloops,,,"[1495, 717, 1504, 742]",False,True
515,view all exploremaps,windows,text,Creative,fruitloops,,,"[1606, 393, 1667, 453]",False,True
516,make unique,windows,text,Creative,fruitloops,1450.9316770186335,913.8461538461538,"[1223, 1075, 1364, 1095]",False,False
517,insert a channel,windows,text,Creative,fruitloops,636.0248447204968,1155.1648351648353,"[558, 1063, 716, 1080]",False,False
518,random color,windows,icon,Creative,fruitloops,997.7639751552795,866.3736263736264,"[1014, 1004, 1042, 1030]",False,False
519,use smart fine tool,windows,icon,Creative,fruitloops,403.4782608695652,1432.0879120879122,"[49, 85, 67, 105]",False,False
520,half speed,windows,text,Creative,fruitloops,,,"[872, 646, 948, 664]",False,True
521,adjust volume level of a certain hz corresponding to point 2,windows,icon,Creative,fruitloops,1607.9503105590063,646.8131868131868,"[1381, 540, 1397, 555]",False,False
522,adjust wet level,windows,icon,Creative,fruitloops,1450.9316770186335,589.4505494505495,"[1365, 490, 1382, 519]",False,False
523,view mixer,windows,icon,Creative,fruitloops,1009.6894409937888,63.2967032967033,"[380, 44, 411, 79]",False,False
524,turn off scroll,windows,text,Creative,fruitloops,,,"[1684, 602, 1704, 623]",False,True
525,select input folder on browser,windows,icon,Creative,fruitloops,,,"[1533, 438, 1573, 475]",False,True
526,add new folder,windows,icon,Creative,fruitloops,1272.0496894409937,63.2967032967033,"[735, 611, 752, 630]",False,False
527,show audio clips,windows,icon,Creative,fruitloops,1331.6770186335405,25.714285714285715,"[392, 121, 439, 143]",False,False
528,stop proceesing,windows,icon,Creative,fruitloops,,,"[1535, 797, 1572, 839]",False,True
529,adjust step size,windows,text,Creative,fruitloops,437.2670807453416,265.05494505494505,"[388, 254, 470, 275]",True,False
530,reverse the audio,windows,text,Creative,fruitloops,1085.2173913043478,1113.6263736263736,"[997, 1058, 1016, 1078]",False,False
531,scrolls to reach time markers,windows,icon,Creative,fruitloops,403.4782608695652,1378.6813186813188,"[876, 46, 907, 78]",False,False
532,open the packs list,windows,text,Creative,fruitloops,139.1304347826087,464.83516483516485,"[14, 504, 334, 528]",False,False
533,choose midi channel,windows,icon,Creative,fruitloops,,,"[983, 367, 996, 377]",False,True
534,open containing folders of alicia's keys,windows,text,Creative,fruitloops,999.7515527950311,848.5714285714286,"[751, 646, 1035, 665]",False,False
535,detect tempo,windows,text,Creative,fruitloops,1450.9316770186335,985.054945054945,"[1094, 1145, 1315, 1166]",False,False
536,change the size,windows,icon,Creative,fruitloops,1506.583850931677,71.20879120879121,"[2539, 106, 2559, 128]",False,False
537,don't show the confirm dialog in the future,windows,text,Creative,fruitloops,1397.2670807453417,801.0989010989011,"[1055, 744, 1072, 764]",False,False
538,pause,windows,icon,Creative,fruitloops,1307.8260869565217,1074.065934065934,"[1241, 1053, 1285, 1098]",False,False
539,add more plugins to slot 2,windows,text,Creative,fruitloops,1506.583850931677,67.25274725274726,"[2342, 184, 2354, 206]",False,False
540,change auto legeto mode,windows,icon,Creative,fruitloops,1723.2298136645963,512.3076923076923,"[1821, 843, 1872, 876]",False,False
541,adjust attack time,windows,text,Creative,fruitloops,1198.5093167701864,848.5714285714286,"[1011, 722, 1045, 756]",False,False
542,DW Funk audition,windows,icon,Creative,fruitloops,854.6583850931677,625.054945054945,"[795, 607, 827, 636]",False,False
543,adjust trmpo,windows,text,Creative,fruitloops,1607.9503105590063,73.18681318681318,"[134, 7, 194, 35]",False,False
544,use high quality,windows,text,Creative,fruitloops,403.4782608695652,901.978021978022,"[1138, 719, 1166, 747]",False,False
545,select next instrument,windows,icon,Creative,fruitloops,,,"[1121, 329, 1135, 344]",False,True
546,adjust room size,windows,text,Creative,fruitloops,1397.2670807453417,589.4505494505495,"[1094, 544, 1134, 596]",False,False
547,change the channel panning of alice keys,windows,icon,Creative,fruitloops,1198.5093167701864,245.27472527472528,"[849, 188, 867, 204]",False,False
548,next drum set,windows,icon,Creative,fruitloops,1431.055900621118,860.4395604395604,"[1775, 650, 1807, 688]",False,False
549,expand grouped tracks,windows,icon,Creative,fruitloops,,,"[576, 260, 592, 276]",False,True
550,use the draw tool,windows,icon,Creative,fruitloops,910.3105590062112,809.010989010989,"[468, 85, 484, 105]",False,False
551,create new pattern,windows,icon,Creative,fruitloops,1198.5093167701864,47.472527472527474,"[644, 8, 661, 34]",False,False
552,change song progress,windows,icon,Creative,fruitloops,238.50931677018633,25.714285714285715,"[244, 12, 266, 33]",False,False
553,select tempo range 100-200,windows,text,Creative,fruitloops,,,"[1224, 844, 1336, 878]",False,True
554,open project 20241010.flp,windows,text,Creative,fruitloops,1466.832298136646,413.4065934065934,"[1306, 240, 1493, 258]",False,False
555,change to shape mode,windows,text,Creative,photoshop,,,"[109, 50, 179, 72]",False,True
556,select gradient tool,windows,icon,Creative,photoshop,,,"[4, 403, 37, 428]",False,True
557,select the layer menu,windows,text,Creative,photoshop,,,"[138, 2, 173, 21]",False,True
558,select the moving tool,windows,icon,Creative,photoshop,194.7826086956522,203.73626373626374,"[6, 89, 32, 113]",False,False
559,"select ""clone stamp"" tool",windows,icon,Creative,photoshop,,,"[4, 323, 35, 348]",False,True
560,adjust the R value,windows,text,Creative,photoshop,1196.5217391304348,601.3186813186813,"[1360, 583, 1393, 606]",False,False
561,enter the size of pen,windows,text,Creative,photoshop,2033.2919254658384,286.8131868131868,"[321, 31, 374, 52]",False,False
562,hade the background layer,windows,icon,Creative,photoshop,2333.416149068323,642.8571428571429,"[2195, 632, 2212, 648]",False,False
563,select the color picker,windows,icon,Creative,photoshop,2265.8385093167703,132.52747252747253,"[4, 245, 35, 270]",False,False
564,open the file menu,windows,text,Creative,photoshop,47.701863354037265,25.714285714285715,"[32, 5, 56, 20]",False,False
565,create solid color layer,windows,text,Creative,photoshop,443.2298136645963,276.9230769230769,"[373, 264, 480, 286]",True,False
566,save changes,windows,text,Creative,photoshop,1395.27950310559,642.8571428571429,"[1274, 628, 1421, 653]",True,False
567,sign in to Photoshop,windows,text,Creative,photoshop,496.8944099378882,213.62637362637363,"[416, 201, 579, 224]",True,False
568,select dodge tool,windows,icon,Creative,photoshop,159.0062111801242,642.8571428571429,"[3, 453, 35, 479]",False,False
569,import video frames to layers,windows,text,Creative,photoshop,403.4782608695652,581.5384615384615,"[299, 571, 478, 591]",True,False
570,select eraser tool,windows,icon,Creative,photoshop,,,"[3, 375, 37, 400]",False,True
571,save image in a specific format,windows,text,Creative,photoshop,204.72049689440993,464.83516483516485,"[29, 262, 301, 285]",False,False
572,select the zool tool,windows,icon,Creative,photoshop,159.0062111801242,775.3846153846154,"[4, 610, 35, 634]",False,False
573,select the image size option,windows,text,Creative,photoshop,206.70807453416148,215.6043956043956,"[90, 157, 315, 180]",False,False
574,open color library,windows,text,Creative,photoshop,1307.8260869565217,472.74725274725273,"[1412, 458, 1525, 482]",False,False
575,switch the workspace to the opened jpg file,windows,text,Creative,photoshop,,,"[338, 61, 720, 89]",False,True
576,add new layer,windows,icon,Creative,photoshop,,,"[2488, 1375, 2513, 1397]",False,True
577,select the rect selection tool,windows,icon,Creative,photoshop,,,"[5, 116, 36, 140]",False,True
578,select frame tool,windows,icon,Creative,photoshop,,,"[7, 220, 37, 244]",False,True
579,select brush tool,windows,icon,Creative,photoshop,19.875776397515526,413.4065934065934,"[6, 297, 36, 322]",False,False
580,select the last backgroud in the list for text fill,windows,text,Creative,photoshop,2391.055900621118,929.6703296703297,"[2397, 167, 2460, 211]",False,False
581,select cropping tool,windows,icon,Creative,photoshop,,,"[5, 195, 36, 218]",False,True
582,set layer name,windows,text,Creative,photoshop,,,"[1124, 421, 1396, 443]",False,True
583,select healing brush tool,windows,icon,Creative,photoshop,202.73291925465838,407.4725274725275,"[4, 270, 36, 295]",False,False
584,select the pen tool,windows,icon,Creative,photoshop,27.82608695652174,251.2087912087912,"[5, 480, 36, 507]",False,False
585,set the layer to red,windows,text,Creative,photoshop,1200.4968944099378,579.5604395604396,"[1126, 541, 1268, 558]",False,False
586,open the list of opacity for the new layer,windows,icon,Creative,photoshop,1470.807453416149,530.1098901098901,"[1358, 510, 1374, 527]",False,False
587,view file info,windows,text,Creative,photoshop,204.72049689440993,589.4505494505495,"[30, 577, 298, 603]",True,False
588,change font size,windows,text,Creative,photoshop,2400.9937888198756,520.2197802197802,"[483, 32, 561, 52]",False,False
589,hide the current layer,windows,icon,Creative,photoshop,2285.714285714286,640.8791208791209,"[2194, 602, 2215, 622]",False,False
590,add horizontal type,windows,icon,Creative,photoshop,184.8447204968944,672.5274725274726,"[5, 505, 34, 529]",False,False
591,select direct selection tool,windows,icon,Creative,photoshop,162.98136645962734,650.7692307692307,"[4, 533, 34, 556]",False,False
592,"select the ""crystalize"" option",windows,text,Creative,photoshop,600.2484472049689,365.9340659340659,"[530, 349, 659, 371]",True,False
593,edit the width,windows,text,Creative,photoshop,1399.254658385093,454.94505494505495,"[1371, 436, 1441, 459]",True,False
594,edit menu,windows,text,Creative,photoshop,55.65217391304348,19.78021978021978,"[61, 3, 90, 20]",False,False
595,lasso,windows,icon,Creative,photoshop,192.7950310559006,213.62637362637363,"[5, 141, 38, 166]",False,False
596,select the tool of mosaic,windows,text,Creative,photoshop,403.4782608695652,443.0769230769231,"[529, 433, 659, 455]",False,False
597,click the image menu,windows,text,Creative,photoshop,127.20496894409938,39.56043956043956,"[94, 3, 132, 22]",False,False
598,blur tool,windows,icon,Creative,photoshop,178.88198757763976,609.2307692307693,"[4, 428, 36, 452]",False,False
599,select hand tool,windows,icon,Creative,photoshop,59.62732919254658,775.3846153846154,"[3, 582, 35, 608]",False,False
600,How can I view supported filters in Photoshop?,windows,text,Creative,photoshop,403.4782608695652,27.692307692307693,"[257, 1, 295, 20]",False,False
601,change sample range,windows,text,Creative,photoshop,403.4782608695652,37.582417582417584,"[182, 34, 307, 54]",False,False
602,history brush tool,windows,icon,Creative,photoshop,194.7826086956522,545.934065934066,"[5, 349, 34, 374]",False,False
603,duplicate layer,windows,text,Creative,photoshop,2400.9937888198756,868.3516483516484,"[2318, 959, 2499, 976]",False,False
604,expand toolbar on the left,windows,icon,Creative,photoshop,23.850931677018632,609.2307692307693,"[0, 60, 18, 72]",False,False
605,select the eyedropper tool,windows,icon,Creative,photoshop,,,"[3, 243, 36, 271]",False,True
606,Close All,windows,text,Dev,quartus,2552.049689440994,25.714285714285715,"[337, 68, 538, 93]",False,False
607,Feedback,windows,icon,Dev,quartus,93.41614906832298,1265.934065934066,"[889, 52, 917, 75]",False,False
608,Tcl Scripts,windows,text,Dev,quartus,335.9006211180124,510.3296703296703,"[298, 516, 547, 543]",False,False
609,Paste,windows,icon,Dev,quartus,604.223602484472,122.63736263736264,"[151, 52, 178, 75]",False,False
610,Compilation Report,windows,text,Dev,quartus,475.03105590062114,185.93406593406593,"[229, 165, 550, 187]",True,False
611,Undo,windows,icon,Dev,quartus,707.5776397515529,79.12087912087912,"[182, 54, 205, 75]",False,False
612,Open,windows,icon,Dev,quartus,216.64596273291926,682.4175824175824,"[31, 52, 55, 73]",False,False
613,Show Warning Messages,windows,icon,Dev,quartus,85.46583850931677,1265.934065934066,"[113, 1256, 134, 1276]",False,False
614,Help icon,windows,icon,Dev,quartus,415.40372670807454,75.16483516483517,"[859, 50, 888, 76]",False,False
615,Redo,windows,icon,Dev,quartus,482.98136645962734,73.18681318681318,"[206, 52, 229, 74]",False,False
616,System Console,windows,text,Dev,quartus,457.14285714285717,484.61538461538464,"[544, 413, 778, 439]",False,False
617,Show Error messages,windows,icon,Dev,quartus,39.75155279503105,1303.5164835164835,"[53, 1255, 79, 1276]",False,False
618,New,windows,icon,Dev,quartus,477.01863354037266,69.23076923076923,"[9, 51, 32, 74]",False,False
619,Assignment Editor,windows,icon,Dev,quartus,413.41614906832297,69.23076923076923,"[515, 52, 540, 74]",False,False
620,Copy,windows,icon,Dev,quartus,1540.3726708074535,1416.2637362637363,"[128, 50, 155, 76]",False,False
621,Programmer,windows,icon,Dev,quartus,1687.4534161490683,1414.2857142857142,"[804, 52, 828, 75]",False,False
622,Print,windows,text,Dev,quartus,214.6583850931677,506.3736263736264,"[0, 446, 269, 467]",False,False
623,Save all,windows,icon,Dev,quartus,482.98136645962734,73.18681318681318,"[79, 51, 105, 74]",False,False
624,Cut,windows,icon,Dev,quartus,139.1304347826087,1269.89010989011,"[105, 51, 132, 74]",False,False
625,Restore Archived Project,windows,text,Dev,quartus,214.6583850931677,211.64835164835165,"[103, 200, 455, 223]",True,False
626,Compilation Report,windows,icon,Dev,quartus,403.4782608695652,1182.857142857143,"[775, 51, 799, 75]",False,False
627,Create/Update,windows,text,Dev,quartus,216.64596273291926,401.53846153846155,"[0, 321, 268, 348]",False,False
628,Assignment Editor,windows,text,Dev,quartus,258.3850931677019,162.1978021978022,"[156, 130, 457, 152]",False,False
